title,year,genres,director,cast,keywords,overview,tagline,vote_average,vote_count,runtime,popularity,id,genres_token,director_token,original_language
The Ugly Truth,2009,Comedy Romance,Robert Luketic,Katherine Heigl Gerard Butler Eric Winter Bree Turner Nick Searcy,romantic comedy romance tv morning show relationship opposites attract,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",The battle of the sexes is on.,6.4,972,96.0,22.332927,20943,Comedy Romance,RobertLuketic,en
Sgt. Bilko,1996,Comedy Family,Jonathan Lynn,Steve Martin Dan Aykroyd Phil Hartman Glenne Headly Daryl Mitchell,gulf war u.s. army based on tv series military spoof,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,All he ever wanted was an honest week's pay for an honest day's work.,5.5,94,90.0,5.4177870000000015,9099,Comedy Family,JonathanLynn,en
Spy Kids 2: The Island of Lost Dreams,2002,Action Adventure Family,Robert Rodriguez,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Steve Buscemi,spy experiment island secret organization wretch,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",Little Spies. Big Attitudes,5.3,521,100.0,24.085144,9488,Action Adventure Family,RobertRodriguez,en
Star Trek: Generations,1994,Science Fiction Action Adventure Thriller,David Carson,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,based on tv series death exploding planet mountain cabin solar system,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,Boldly go.,6.4,452,118.0,14.779041,193,ScienceFiction Action Adventure Thriller,DavidCarson,en
The Grandmaster,2013,Action Drama History,Wong Kar-wai,Tony Leung Chiu-Wai Zhang Ziyi Song Hye-kyo Chang Chen Zhao Benshan,martial arts kung fu biography kung fu master,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San.","In Martial Arts there is no right or wrong, only the last man standing.",6.3,273,130.0,19.947265,44865,Action Drama History,WongKar-wai,zh
Water for Elephants,2011,Drama Romance,Francis Lawrence,Robert Pattinson Reese Witherspoon Christoph Waltz Tatum Etheridge Hal Holbrook,clown elephant trainer veterinary,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",Life is the most spectacular show on earth.,6.7,850,120.0,16.801218,55787,Drama Romance,FrancisLawrence,en
Dragon Nest: Warriors' Dawn,2014,Adventure Family Fantasy Animation,Yuefeng Song,Carrie-Anne Moss Lucas Grabeel Blythe Auffarth Charlie Schlatter Simon Jaglom,,"The land of Altera has observed an uneasy peace for years among Humans, Elves and Evil beasts who are loyal to the legendary Black Dragon. But the Black Dragon begins to stir from its hibernation, sending the Beasts marching across Altera. With a beast conquest perilously close, a small group of Humans and Elves unite to try to find a secret hidden road to the Black Dragon's cave and destroy it. But the fate of all of them may be in the hands of the young warrior Lambert, who must summon the confidence and skill to face the Black Dragon himself just when all may be lost.",,6.8,19,88.0,5.057695,257932,Adventure Family Fantasy Animation,YuefengSong,zh
The Hurricane,1999,Drama,Norman Jewison,Denzel Washington Vicellous Reon Shannon Deborah Kara Unger Liev Schreiber John Hannah,prison boxer boxing match boxing school biography,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",His greatest fight was for justice.,7.2,396,146.0,20.825781,10400,Drama,NormanJewison,en
Enough,2002,Drama Thriller,Michael Apted,Jennifer Lopez Billy Campbell Juliette Lewis Dan Futterman Fred Ward,waitress wife husband relationship violent husband self-defense violence against women,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",Everyone has a limit.,6.2,264,114.0,11.500783,1957,Drama Thriller,MichaelApted,en
Heartbreakers,2001,Crime Comedy Romance,David Mirkin,Sigourney Weaver Jennifer Love Hewitt Gene Hackman Ray Liotta Jason Lee,cons and scams,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark.",Caution: Dangerous Curves Ahead,5.7,254,123.0,13.932203,10833,Crime Comedy Romance,DavidMirkin,en
Paul Blart: Mall Cop 2,2015,Action Comedy Family,Andy Fickman,Kevin James Raini Rodriguez Eduardo Ver\u00e1stegui Daniella Alonso Neal McDonough,shopping mall las vegas security guard,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",Vegas has a new high roller.,5.0,567,94.0,41.258487,256961,Action Comedy Family,AndyFickman,en
Angel Eyes,2001,Drama Romance Thriller,Luis Mandoki,Jennifer Lopez Jim Caviezel Jeremy Sisto Terrence Howard S\u00f4nia Braga,car crash police officer,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.","The deeper you look, the more you will find.",5.6,88,102.0,6.454634,5852,Drama Romance Thriller,LuisMandoki,en
Joe Somebody,2001,Comedy,John Pasquin,Tim Allen Julie Bowen Kelly Lynch Greg Germann Jim Belushi,profession karate daughter bef\u00f6rderung ex-wife,"When underappreciated video specialist Joe Scheffer is brutally humiliated by the office bully Mark McKinney in front of his daughter, Joe begins a quest for personal redemption. He proceeds by enduring a personal make-over and takes martial arts lessons from a B-action star. As news spreads of his rematch with Mark, Joe suddenly finds himself the center of attention, ascending the corporate ladder and growing in popularity. He's determined to show everyone in his life that he is not a nobody, but a force to be reckoned with.",Someone just picked on the wrong nobody.,5.5,40,99.0,5.257009,12312,Comedy,JohnPasquin,en
The Ninth Gate,1999,Horror Mystery Thriller,Roman Polanski,Johnny Depp Frank Langella Lena Olin Emmanuelle Seigner Barbara Jefford,new york obsession passion for collection southern france mephisto,"An all-expenses-paid international search for a rare copy of the book, 'The Nine Gates of the Shadow Kingdom' brings an unscrupulous book dealer deep into a world of murder, double-dealing and satanic worship.",Every book has a life of its own.,6.3,756,133.0,30.359164,622,Horror Mystery Thriller,RomanPolanski,en
Extreme Measures,1996,Drama Thriller,Michael Apted,Hugh Grant Gene Hackman Sarah Jessica Parker David Morse Bill Nunn,new york surgeon british suspense morgue,"Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered.",Not all surgery is intended to cure.,5.7,80,118.0,3.4265550000000005,11306,Drama Thriller,MichaelApted,en
Rock Star,2001,Music Drama Comedy,Stephen Herek,Mark Wahlberg Jennifer Aniston Jason Flemyng Dominic West Jason Bonham,rock star success discontentedness and displeasedness heavy metal relationship problems,"Rock Star tells the story of Chris Cole and a rock band called Steel Dragon. Cole is a photocopier technician by day, and the lead singer of a Steel Dragon tribute band called ""Blood Pollution"" by night.Internal struggles between the Steel Dragon band members culminate with the firing of the lead singer, Bobby Beers and the starting of recruitment sessions to find a new vocalist. Loosely inspired by the true story of the heavy metal band Judas Priest.",The story of a wanna be who got to be.,6.0,190,105.0,11.60815,12508,Music Drama Comedy,StephenHerek,en
Precious,2009,Drama,Lee Daniels,Gabourey Sidibe Mo'Nique Paula Patton Mariah Carey Lenny Kravitz,aids illiteracy song unwillingly pregnant balloon,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.",Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,6.9,417,110.0,18.664624,25793,Drama,LeeDaniels,en
White Squall,1996,Action Drama,Ridley Scott,Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto,sailing trip diary sailing survival coming of age,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,,6.3,86,129.0,10.047579,10534,Action Drama,RidleyScott,en
The Thing,1982,Horror Mystery Science Fiction,John Carpenter,Kurt Russell Keith David Wilford Brimley Donald Moffat Richard Dysart,ice space marine paranoia snow storm norwegian,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,Man is The Warmest Place to Hide.,7.8,1588,109.0,52.731379,1091,Horror Mystery ScienceFiction,JohnCarpenter,en
Riddick,2013,Science Fiction Action Thriller,David Twohy,Vin Diesel Karl Urban Katee Sackhoff Jordi Moll\u00e0 Bokeem Woodbine,dystopia revenge alien planet imax,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",Survival Is His Revenge,6.2,2035,119.0,46.630062,87421,ScienceFiction Action Thriller,DavidTwohy,en
